event_id,timestamp,camera_id,track_id,violation_type,severity,confidence,duration_sec,zone_id,bbox_person,bbox_ppe,snapshot_path,clip_path
1770246216_cam_1_19_NO_VEST,1770246216.4337826,cam_1,19,NO_VEST,MEDIUM,0.3671674430370331,2.042144775390625,,"(386.1624755859375, 147.46432495117188, 508.90167236328125, 412.93646240234375)",None,output\snapshots\1770246216_cam_1_19_NO_VEST.jpg,output\clips\1770246216_cam_1_19_NO_VEST.mp4
1770246216_cam_1_20_NO_HELMET,1770246216.6011062,cam_1,20,NO_HELMET,MEDIUM,0.37962695956230164,2.136878728866577,zone_1,"(32.94142532348633, 154.9015655517578, 147.6212921142578, 344.1180419921875)",None,output\snapshots\1770246216_cam_1_20_NO_HELMET.jpg,output\clips\1770246216_cam_1_20_NO_HELMET.mp4
1770246216_cam_1_20_NO_VEST,1770246216.7232778,cam_1,20,NO_VEST,MEDIUM,0.37962695956230164,2.136878728866577,zone_1,"(32.94142532348633, 154.9015655517578, 147.6212921142578, 344.1180419921875)",None,output\snapshots\1770246216_cam_1_20_NO_VEST.jpg,output\clips\1770246216_cam_1_20_NO_VEST.mp4
1770246217_cam_1_14_NO_HELMET,1770246217.4060144,cam_1,14,NO_HELMET,MEDIUM,0.36967626214027405,12.35293960571289,,"(278.8046569824219, 75.95848846435547, 336.94921875, 157.907470703125)",None,output\snapshots\1770246217_cam_1_14_NO_HELMET.jpg,output\clips\1770246217_cam_1_14_NO_HELMET.mp4
1770246217_cam_1_14_NO_VEST,1770246217.557902,cam_1,14,NO_VEST,MEDIUM,0.5075628161430359,12.50482726097107,,"(281.04937744140625, 75.87254333496094, 337.5743408203125, 157.61207580566406)",None,output\snapshots\1770246217_cam_1_14_NO_VEST.jpg,output\clips\1770246217_cam_1_14_NO_VEST.mp4
1770246218_cam_1_19_IN_DANGER_ZONE,1770246218.8472297,cam_1,19,IN_DANGER_ZONE,HIGH,0.37842419743537903,1.0122084617614746,zone_1,"(386.4052429199219, 148.1432342529297, 498.16729736328125, 424.6842346191406)",None,output\snapshots\1770246218_cam_1_19_IN_DANGER_ZONE.jpg,output\clips\1770246218_cam_1_19_IN_DANGER_ZONE.mp4
1770246222_cam_1_25_NO_HELMET,1770246222.468402,cam_1,25,NO_HELMET,MEDIUM,0.7955712080001831,2.001451253890991,,"(217.98568725585938, 204.30172729492188, 351.8702697753906, 478.5293273925781)",None,output\snapshots\1770246222_cam_1_25_NO_HELMET.jpg,output\clips\1770246222_cam_1_25_NO_HELMET.mp4
1770246222_cam_1_25_NO_VEST,1770246222.5931146,cam_1,25,NO_VEST,MEDIUM,0.7955712080001831,2.001451253890991,,"(217.98568725585938, 204.30172729492188, 351.8702697753906, 478.5293273925781)",None,output\snapshots\1770246222_cam_1_25_NO_VEST.jpg,output\clips\1770246222_cam_1_25_NO_VEST.mp4
1770246227_cam_1_25_IN_DANGER_ZONE,1770246227.934572,cam_1,25,IN_DANGER_ZONE,HIGH,0.5234333276748657,1.3743984699249268,zone_1,"(0.0, 196.9765625, 175.60986328125, 447.84918212890625)",None,output\snapshots\1770246227_cam_1_25_IN_DANGER_ZONE.jpg,output\clips\1770246227_cam_1_25_IN_DANGER_ZONE.mp4
1770246228_cam_1_28_NO_HELMET,1770246228.4781244,cam_1,28,NO_HELMET,MEDIUM,0.3636351525783539,2.054471015930176,zone_1,"(58.47258758544922, 197.59182739257812, 193.5079803466797, 445.14727783203125)",None,output\snapshots\1770246228_cam_1_28_NO_HELMET.jpg,output\clips\1770246228_cam_1_28_NO_HELMET.mp4
1770246228_cam_1_28_NO_VEST,1770246228.614403,cam_1,28,NO_VEST,MEDIUM,0.3636351525783539,2.054471015930176,zone_1,"(58.47258758544922, 197.59182739257812, 193.5079803466797, 445.14727783203125)",None,output\snapshots\1770246228_cam_1_28_NO_VEST.jpg,output\clips\1770246228_cam_1_28_NO_VEST.mp4
1770246233_cam_1_29_NO_HELMET,1770246233.3382595,cam_1,29,NO_HELMET,MEDIUM,0.3929910659790039,2.0595672130584717,,"(339.7261047363281, 32.671138763427734, 401.1900939941406, 167.86114501953125)",None,output\snapshots\1770246233_cam_1_29_NO_HELMET.jpg,output\clips\1770246233_cam_1_29_NO_HELMET.mp4
1770246233_cam_1_29_NO_VEST,1770246233.471165,cam_1,29,NO_VEST,MEDIUM,0.3929910659790039,2.0595672130584717,,"(339.7261047363281, 32.671138763427734, 401.1900939941406, 167.86114501953125)",None,output\snapshots\1770246233_cam_1_29_NO_VEST.jpg,output\clips\1770246233_cam_1_29_NO_VEST.mp4
1770247035_cam_1_2_IN_DANGER_ZONE,1770247035.3359861,cam_1,2,IN_DANGER_ZONE,HIGH,0.7980394959449768,1.0129764080047607,zone_1,"(138.41287231445312, 168.7297821044922, 283.2777404785156, 446.5718078613281)",None,output\snapshots\1770247035_cam_1_2_IN_DANGER_ZONE.jpg,output\clips\1770247035_cam_1_2_IN_DANGER_ZONE.mp4
1770247036_cam_1_1_NO_HELMET,1770247036.3691475,cam_1,1,NO_HELMET,MEDIUM,0.8745333552360535,2.046137809753418,,"(242.61607360839844, 236.80368041992188, 387.789794921875, 478.8196105957031)",None,output\snapshots\1770247036_cam_1_1_NO_HELMET.jpg,output\clips\1770247036_cam_1_1_NO_HELMET.mp4
1770247036_cam_1_1_NO_VEST,1770247036.4597194,cam_1,1,NO_VEST,MEDIUM,0.8745333552360535,2.046137809753418,,"(242.61607360839844, 236.80368041992188, 387.789794921875, 478.8196105957031)",None,output\snapshots\1770247036_cam_1_1_NO_VEST.jpg,output\clips\1770247036_cam_1_1_NO_VEST.mp4
1770247036_cam_1_2_NO_HELMET,1770247036.5497358,cam_1,2,NO_HELMET,MEDIUM,0.7852222919464111,2.2267260551452637,zone_1,"(139.71005249023438, 168.68914794921875, 275.5975036621094, 448.2059326171875)",None,output\snapshots\1770247036_cam_1_2_NO_HELMET.jpg,output\clips\1770247036_cam_1_2_NO_HELMET.mp4
1770247036_cam_1_2_NO_VEST,1770247036.62967,cam_1,2,NO_VEST,MEDIUM,0.7852222919464111,2.2267260551452637,zone_1,"(139.71005249023438, 168.68914794921875, 275.5975036621094, 448.2059326171875)",None,output\snapshots\1770247036_cam_1_2_NO_VEST.jpg,output\clips\1770247036_cam_1_2_NO_VEST.mp4
1770247037_cam_1_5_NO_HELMET,1770247037.1646566,cam_1,5,NO_HELMET,MEDIUM,0.38955169916152954,2.0352132320404053,,"(262.77130126953125, 91.45905303955078, 319.8394775390625, 160.9154510498047)",None,output\snapshots\1770247037_cam_1_5_NO_HELMET.jpg,output\clips\1770247037_cam_1_5_NO_HELMET.mp4
1770247037_cam_1_5_NO_VEST,1770247037.273404,cam_1,5,NO_VEST,MEDIUM,0.38955169916152954,2.0352132320404053,,"(262.77130126953125, 91.45905303955078, 319.8394775390625, 160.9154510498047)",None,output\snapshots\1770247037_cam_1_5_NO_VEST.jpg,output\clips\1770247037_cam_1_5_NO_VEST.mp4
1770247040_cam_1_2_IN_DANGER_ZONE,1770247040.3684273,cam_1,2,IN_DANGER_ZONE,HIGH,0.7362363934516907,6.045417547225952,zone_1,"(149.60215759277344, 178.1006622314453, 284.21527099609375, 445.1878662109375)",None,output\snapshots\1770247040_cam_1_2_IN_DANGER_ZONE.jpg,output\clips\1770247040_cam_1_2_IN_DANGER_ZONE.mp4
1770247238_cam_1_2_IN_DANGER_ZONE,1770247238.6676998,cam_1,2,IN_DANGER_ZONE,HIGH,0.7980394959449768,1.0288589000701904,zone_1,"(138.41287231445312, 168.7297821044922, 283.2777404785156, 446.5718078613281)",None,output\snapshots\1770247238_cam_1_2_IN_DANGER_ZONE.jpg,output\clips\1770247238_cam_1_2_IN_DANGER_ZONE.mp4
1770247272_cam_1_2_IN_DANGER_ZONE,1770247272.9884725,cam_1,2,IN_DANGER_ZONE,HIGH,0.7980394959449768,1.0285332202911377,zone_1,"(138.41287231445312, 168.7297821044922, 283.2777404785156, 446.5718078613281)",None,output\snapshots\1770247272_cam_1_2_IN_DANGER_ZONE.jpg,output\clips\1770247272_cam_1_2_IN_DANGER_ZONE.mp4
1770247273_cam_1_1_NO_HELMET,1770247273.9862356,cam_1,1,NO_HELMET,MEDIUM,0.8736450672149658,2.026296377182007,,"(242.74891662597656, 236.7909393310547, 388.07720947265625, 478.7352600097656)",None,output\snapshots\1770247273_cam_1_1_NO_HELMET.jpg,output\clips\1770247273_cam_1_1_NO_HELMET.mp4
1770247274_cam_1_1_NO_VEST,1770247274.0815833,cam_1,1,NO_VEST,MEDIUM,0.8736450672149658,2.026296377182007,,"(242.74891662597656, 236.7909393310547, 388.07720947265625, 478.7352600097656)",None,output\snapshots\1770247274_cam_1_1_NO_VEST.jpg,output\clips\1770247274_cam_1_1_NO_VEST.mp4
1770247274_cam_1_2_NO_HELMET,1770247274.16734,cam_1,2,NO_HELMET,MEDIUM,0.7866625189781189,2.2074007987976074,zone_1,"(139.492919921875, 169.1337890625, 278.87860107421875, 446.36767578125)",None,output\snapshots\1770247274_cam_1_2_NO_HELMET.jpg,output\clips\1770247274_cam_1_2_NO_HELMET.mp4
1770247274_cam_1_2_NO_VEST,1770247274.250006,cam_1,2,NO_VEST,MEDIUM,0.7866625189781189,2.2074007987976074,zone_1,"(139.492919921875, 169.1337890625, 278.87860107421875, 446.36767578125)",None,output\snapshots\1770247274_cam_1_2_NO_VEST.jpg,output\clips\1770247274_cam_1_2_NO_VEST.mp4
1770247274_cam_1_5_NO_HELMET,1770247274.8065617,cam_1,5,NO_HELMET,MEDIUM,0.38985514640808105,2.0316824913024902,,"(262.71435546875, 91.67634582519531, 319.7736511230469, 160.86854553222656)",None,output\snapshots\1770247274_cam_1_5_NO_HELMET.jpg,output\clips\1770247274_cam_1_5_NO_HELMET.mp4
1770247274_cam_1_5_NO_VEST,1770247274.9181452,cam_1,5,NO_VEST,MEDIUM,0.38985514640808105,2.0316824913024902,,"(262.71435546875, 91.67634582519531, 319.7736511230469, 160.86854553222656)",None,output\snapshots\1770247274_cam_1_5_NO_VEST.jpg,output\clips\1770247274_cam_1_5_NO_VEST.mp4
1770247278_cam_1_2_IN_DANGER_ZONE,1770247278.0191643,cam_1,2,IN_DANGER_ZONE,HIGH,0.745374858379364,6.059225082397461,zone_1,"(150.1166229248047, 176.45187377929688, 281.2101745605469, 446.0281982421875)",None,output\snapshots\1770247278_cam_1_2_IN_DANGER_ZONE.jpg,output\clips\1770247278_cam_1_2_IN_DANGER_ZONE.mp4
1770247283_cam_1_2_IN_DANGER_ZONE,1770247283.022618,cam_1,2,IN_DANGER_ZONE,HIGH,0.7755368947982788,11.062678813934326,zone_1,"(131.61782836914062, 180.179931640625, 238.2325439453125, 447.56103515625)",None,output\snapshots\1770247283_cam_1_2_IN_DANGER_ZONE.jpg,output\clips\1770247283_cam_1_2_IN_DANGER_ZONE.mp4
1770247284_cam_1_1_NO_HELMET,1770247284.0312057,cam_1,1,NO_HELMET,MEDIUM,0.8841355443000793,12.071266412734985,,"(215.07398986816406, 252.71832275390625, 361.32635498046875, 478.55804443359375)",None,output\snapshots\1770247284_cam_1_1_NO_HELMET.jpg,output\clips\1770247284_cam_1_1_NO_HELMET.mp4
1770247284_cam_1_1_NO_VEST,1770247284.1639156,cam_1,1,NO_VEST,MEDIUM,0.8841355443000793,12.071266412734985,,"(215.07398986816406, 252.71832275390625, 361.32635498046875, 478.55804443359375)",None,output\snapshots\1770247284_cam_1_1_NO_VEST.jpg,output\clips\1770247284_cam_1_1_NO_VEST.mp4
1770247284_cam_1_2_NO_HELMET,1770247284.2848964,cam_1,2,NO_HELMET,MEDIUM,0.8119123578071594,12.324957132339478,zone_1,"(127.08573913574219, 181.4400634765625, 247.09353637695312, 442.5533447265625)",None,output\snapshots\1770247284_cam_1_2_NO_HELMET.jpg,output\clips\1770247284_cam_1_2_NO_HELMET.mp4
1770247284_cam_1_2_NO_VEST,1770247284.394161,cam_1,2,NO_VEST,MEDIUM,0.8119123578071594,12.324957132339478,zone_1,"(127.08573913574219, 181.4400634765625, 247.09353637695312, 442.5533447265625)",None,output\snapshots\1770247284_cam_1_2_NO_VEST.jpg,output\clips\1770247284_cam_1_2_NO_VEST.mp4
1770247287_cam_1_14_IN_DANGER_ZONE,1770247287.7919185,cam_1,14,IN_DANGER_ZONE,HIGH,0.8215199708938599,1.023444652557373,zone_1,"(90.21599578857422, 170.10801696777344, 228.756591796875, 425.5321960449219)",None,output\snapshots\1770247287_cam_1_14_IN_DANGER_ZONE.jpg,output\clips\1770247287_cam_1_14_IN_DANGER_ZONE.mp4
1770247288_cam_1_14_NO_HELMET,1770247288.812816,cam_1,14,NO_HELMET,MEDIUM,0.37914448976516724,2.044342041015625,zone_1,"(32.7478141784668, 173.22499084472656, 186.7180938720703, 330.86419677734375)",None,output\snapshots\1770247288_cam_1_14_NO_HELMET.jpg,output\clips\1770247288_cam_1_14_NO_HELMET.mp4
1770247288_cam_1_14_NO_VEST,1770247288.9380095,cam_1,14,NO_VEST,MEDIUM,0.37914448976516724,2.044342041015625,zone_1,"(32.7478141784668, 173.22499084472656, 186.7180938720703, 330.86419677734375)",None,output\snapshots\1770247288_cam_1_14_NO_VEST.jpg,output\clips\1770247288_cam_1_14_NO_VEST.mp4
1770247289_cam_1_13_NO_HELMET,1770247289.1012123,cam_1,13,NO_HELMET,MEDIUM,0.36482685804367065,2.3327383995056152,,"(262.8679504394531, 78.03878784179688, 320.2116394042969, 158.01443481445312)",None,output\snapshots\1770247289_cam_1_13_NO_HELMET.jpg,output\clips\1770247289_cam_1_13_NO_HELMET.mp4
1770247289_cam_1_13_NO_VEST,1770247289.217259,cam_1,13,NO_VEST,MEDIUM,0.36482685804367065,2.3327383995056152,,"(262.8679504394531, 78.03878784179688, 320.2116394042969, 158.01443481445312)",None,output\snapshots\1770247289_cam_1_13_NO_VEST.jpg,output\clips\1770247289_cam_1_13_NO_VEST.mp4
1770247293_cam_1_15_IN_DANGER_ZONE,1770247293.1114995,cam_1,15,IN_DANGER_ZONE,HIGH,0.3996317386627197,1.0445621013641357,zone_1,"(393.44354248046875, 147.37770080566406, 492.1812744140625, 427.37359619140625)",None,output\snapshots\1770247293_cam_1_15_IN_DANGER_ZONE.jpg,output\clips\1770247293_cam_1_15_IN_DANGER_ZONE.mp4
1770247296_cam_1_19_IN_DANGER_ZONE,1770247296.8596802,cam_1,19,IN_DANGER_ZONE,HIGH,0.35759562253952026,1.0455660820007324,zone_1,"(94.3375244140625, 141.3050537109375, 197.20989990234375, 331.68035888671875)",None,output\snapshots\1770247296_cam_1_19_IN_DANGER_ZONE.jpg,output\clips\1770247296_cam_1_19_IN_DANGER_ZONE.mp4
1770247297_cam_1_18_NO_HELMET,1770247297.6415782,cam_1,18,NO_HELMET,MEDIUM,0.46891069412231445,2.01774525642395,,"(389.0481872558594, 147.12246704101562, 508.38623046875, 423.3246154785156)",None,output\snapshots\1770247297_cam_1_18_NO_HELMET.jpg,output\clips\1770247297_cam_1_18_NO_HELMET.mp4
1770247297_cam_1_18_NO_VEST,1770247297.7812223,cam_1,18,NO_VEST,MEDIUM,0.46891069412231445,2.01774525642395,,"(389.0481872558594, 147.12246704101562, 508.38623046875, 423.3246154785156)",None,output\snapshots\1770247297_cam_1_18_NO_VEST.jpg,output\clips\1770247297_cam_1_18_NO_VEST.mp4
1770247299_cam_1_13_NO_HELMET,1770247299.1275291,cam_1,13,NO_HELMET,MEDIUM,0.5497889518737793,12.359055280685425,,"(276.5484619140625, 75.5516128540039, 338.6426696777344, 157.82098388671875)",None,output\snapshots\1770247299_cam_1_13_NO_HELMET.jpg,output\clips\1770247299_cam_1_13_NO_HELMET.mp4
1770247299_cam_1_13_NO_VEST,1770247299.252422,cam_1,13,NO_VEST,MEDIUM,0.5497889518737793,12.359055280685425,,"(276.5484619140625, 75.5516128540039, 338.6426696777344, 157.82098388671875)",None,output\snapshots\1770247299_cam_1_13_NO_VEST.jpg,output\clips\1770247299_cam_1_13_NO_VEST.mp4
1770247299_cam_1_18_IN_DANGER_ZONE,1770247299.6028318,cam_1,18,IN_DANGER_ZONE,HIGH,0.39620015025138855,1.0034916400909424,zone_1,"(387.3539733886719, 148.54721069335938, 498.83807373046875, 424.7603759765625)",None,output\snapshots\1770247299_cam_1_18_IN_DANGER_ZONE.jpg,output\clips\1770247299_cam_1_18_IN_DANGER_ZONE.mp4
1770247303_cam_1_24_NO_HELMET,1770247303.4151154,cam_1,24,NO_HELMET,MEDIUM,0.8579642176628113,2.0200438499450684,,"(243.96466064453125, 201.95191955566406, 395.01104736328125, 477.59100341796875)",None,output\snapshots\1770247303_cam_1_24_NO_HELMET.jpg,output\clips\1770247303_cam_1_24_NO_HELMET.mp4
1770247303_cam_1_24_NO_VEST,1770247303.5464041,cam_1,24,NO_VEST,MEDIUM,0.8579642176628113,2.0200438499450684,,"(243.96466064453125, 201.95191955566406, 395.01104736328125, 477.59100341796875)",None,output\snapshots\1770247303_cam_1_24_NO_VEST.jpg,output\clips\1770247303_cam_1_24_NO_VEST.mp4
1770247308_cam_1_24_IN_DANGER_ZONE,1770247308.6003802,cam_1,24,IN_DANGER_ZONE,HIGH,0.5234333276748657,1.3651938438415527,zone_1,"(0.0, 196.9765625, 175.60986328125, 447.84918212890625)",None,output\snapshots\1770247308_cam_1_24_IN_DANGER_ZONE.jpg,output\clips\1770247308_cam_1_24_IN_DANGER_ZONE.mp4
1770247309_cam_1_27_NO_HELMET,1770247309.0991611,cam_1,27,NO_HELMET,MEDIUM,0.3636351525783539,2.0058391094207764,zone_1,"(58.47258758544922, 197.59182739257812, 193.5079803466797, 445.14727783203125)",None,output\snapshots\1770247309_cam_1_27_NO_HELMET.jpg,output\clips\1770247309_cam_1_27_NO_HELMET.mp4
1770247309_cam_1_27_NO_VEST,1770247309.2313766,cam_1,27,NO_VEST,MEDIUM,0.3636351525783539,2.0058391094207764,zone_1,"(58.47258758544922, 197.59182739257812, 193.5079803466797, 445.14727783203125)",None,output\snapshots\1770247309_cam_1_27_NO_VEST.jpg,output\clips\1770247309_cam_1_27_NO_VEST.mp4
1770247313_cam_1_28_NO_HELMET,1770247313.7819545,cam_1,28,NO_HELMET,MEDIUM,0.3929910659790039,2.0133414268493652,,"(339.7261047363281, 32.671138763427734, 401.1900939941406, 167.86114501953125)",None,output\snapshots\1770247313_cam_1_28_NO_HELMET.jpg,output\clips\1770247313_cam_1_28_NO_HELMET.mp4
1770247313_cam_1_28_NO_VEST,1770247313.9190598,cam_1,28,NO_VEST,MEDIUM,0.3929910659790039,2.0133414268493652,,"(339.7261047363281, 32.671138763427734, 401.1900939941406, 167.86114501953125)",None,output\snapshots\1770247313_cam_1_28_NO_VEST.jpg,output\clips\1770247313_cam_1_28_NO_VEST.mp4
1770247318_cam_1_29_NO_HELMET,1770247318.5867567,cam_1,29,NO_HELMET,MEDIUM,0.4341525137424469,2.035515546798706,,"(340.3565979003906, 59.488563537597656, 387.0379943847656, 167.62689208984375)",None,output\snapshots\1770247318_cam_1_29_NO_HELMET.jpg,output\clips\1770247318_cam_1_29_NO_HELMET.mp4
1770247318_cam_1_29_NO_VEST,1770247318.7144334,cam_1,29,NO_VEST,MEDIUM,0.4341525137424469,2.035515546798706,,"(340.3565979003906, 59.488563537597656, 387.0379943847656, 167.62689208984375)",None,output\snapshots\1770247318_cam_1_29_NO_VEST.jpg,output\clips\1770247318_cam_1_29_NO_VEST.mp4
1770247321_cam_1_30_NO_HELMET,1770247321.627992,cam_1,30,NO_HELMET,MEDIUM,0.3583703339099884,2.1042816638946533,,"(620.2765502929688, 30.190805435180664, 704.199951171875, 174.19895935058594)",None,output\snapshots\1770247321_cam_1_30_NO_HELMET.jpg,output\clips\1770247321_cam_1_30_NO_HELMET.mp4
1770247321_cam_1_30_NO_VEST,1770247321.7542055,cam_1,30,NO_VEST,MEDIUM,0.3583703339099884,2.1042816638946533,,"(620.2765502929688, 30.190805435180664, 704.199951171875, 174.19895935058594)",None,output\snapshots\1770247321_cam_1_30_NO_VEST.jpg,output\clips\1770247321_cam_1_30_NO_VEST.mp4
1770247327_cam_1_31_NO_HELMET,1770247327.6002655,cam_1,31,NO_HELMET,MEDIUM,0.7171124219894409,2.045042037963867,,"(672.2378540039062, 24.39151954650879, 743.0637817382812, 182.96156311035156)",None,output\snapshots\1770247327_cam_1_31_NO_HELMET.jpg,output\clips\1770247327_cam_1_31_NO_HELMET.mp4
1770247327_cam_1_31_NO_VEST,1770247327.7383156,cam_1,31,NO_VEST,MEDIUM,0.7171124219894409,2.045042037963867,,"(672.2378540039062, 24.39151954650879, 743.0637817382812, 182.96156311035156)",None,output\snapshots\1770247327_cam_1_31_NO_VEST.jpg,output\clips\1770247327_cam_1_31_NO_VEST.mp4
1770247331_cam_1_32_IN_DANGER_ZONE,1770247331.0250332,cam_1,32,IN_DANGER_ZONE,HIGH,0.8117800354957581,1.011319875717163,zone_1,"(127.2610092163086, 167.7293701171875, 246.98399353027344, 400.31707763671875)",None,output\snapshots\1770247331_cam_1_32_IN_DANGER_ZONE.jpg,output\clips\1770247331_cam_1_32_IN_DANGER_ZONE.mp4
1770247331_cam_1_32_NO_HELMET,1770247331.54087,cam_1,32,NO_HELMET,MEDIUM,0.7293559312820435,2.0448687076568604,zone_1,"(143.66644287109375, 163.6186981201172, 270.1115417480469, 405.1932373046875)",None,output\snapshots\1770247331_cam_1_32_NO_HELMET.jpg,output\clips\1770247331_cam_1_32_NO_HELMET.mp4
1770247331_cam_1_32_NO_VEST,1770247331.6759467,cam_1,32,NO_VEST,MEDIUM,0.7293559312820435,2.0448687076568604,zone_1,"(143.66644287109375, 163.6186981201172, 270.1115417480469, 405.1932373046875)",None,output\snapshots\1770247331_cam_1_32_NO_VEST.jpg,output\clips\1770247331_cam_1_32_NO_VEST.mp4
1770247333_cam_1_34_IN_DANGER_ZONE,1770247333.2218447,cam_1,34,IN_DANGER_ZONE,HIGH,0.46940961480140686,1.0132741928100586,zone_1,"(139.92333984375, 105.32968139648438, 194.39730834960938, 214.67578125)",None,output\snapshots\1770247333_cam_1_34_IN_DANGER_ZONE.jpg,output\clips\1770247333_cam_1_34_IN_DANGER_ZONE.mp4
1770247333_cam_1_34_NO_HELMET,1770247333.393437,cam_1,34,NO_HELMET,MEDIUM,0.49305459856987,2.150240421295166,zone_1,"(140.35699462890625, 105.43403625488281, 194.856689453125, 214.46649169921875)",None,output\snapshots\1770247333_cam_1_34_NO_HELMET.jpg,output\clips\1770247333_cam_1_34_NO_HELMET.mp4
1770247333_cam_1_34_NO_VEST,1770247333.5075889,cam_1,34,NO_VEST,MEDIUM,0.49305459856987,2.150240421295166,zone_1,"(140.35699462890625, 105.43403625488281, 194.856689453125, 214.46649169921875)",None,output\snapshots\1770247333_cam_1_34_NO_VEST.jpg,output\clips\1770247333_cam_1_34_NO_VEST.mp4
1770247336_cam_1_32_IN_DANGER_ZONE,1770247336.026926,cam_1,32,IN_DANGER_ZONE,HIGH,0.7966440320014954,6.01321268081665,zone_1,"(146.8258819580078, 162.90826416015625, 269.65093994140625, 409.1315002441406)",None,output\snapshots\1770247336_cam_1_32_IN_DANGER_ZONE.jpg,output\clips\1770247336_cam_1_32_IN_DANGER_ZONE.mp4
1770247336_cam_1_36_NO_HELMET,1770247336.5745373,cam_1,36,NO_HELMET,MEDIUM,0.7053696513175964,2.029568910598755,,"(257.51165771484375, 43.55192947387695, 330.8244934082031, 155.85830688476562)",None,output\snapshots\1770247336_cam_1_36_NO_HELMET.jpg,output\clips\1770247336_cam_1_36_NO_HELMET.mp4
1770247336_cam_1_36_NO_VEST,1770247336.7131798,cam_1,36,NO_VEST,MEDIUM,0.7053696513175964,2.029568910598755,,"(257.51165771484375, 43.55192947387695, 330.8244934082031, 155.85830688476562)",None,output\snapshots\1770247336_cam_1_36_NO_VEST.jpg,output\clips\1770247336_cam_1_36_NO_VEST.mp4
1770247337_cam_1_31_NO_HELMET,1770247337.6200573,cam_1,31,NO_HELMET,MEDIUM,0.6756823062896729,12.064833879470825,,"(635.1641235351562, 27.42601203918457, 716.798828125, 177.2779541015625)",None,output\snapshots\1770247337_cam_1_31_NO_HELMET.jpg,output\clips\1770247337_cam_1_31_NO_HELMET.mp4
1770247337_cam_1_31_NO_VEST,1770247337.7393336,cam_1,31,NO_VEST,MEDIUM,0.6756823062896729,12.064833879470825,,"(635.1641235351562, 27.42601203918457, 716.798828125, 177.2779541015625)",None,output\snapshots\1770247337_cam_1_31_NO_VEST.jpg,output\clips\1770247337_cam_1_31_NO_VEST.mp4
1770247341_cam_1_37_NO_HELMET,1770247341.0525124,cam_1,37,NO_HELMET,MEDIUM,0.5152647495269775,2.7464599609375,,"(310.31719970703125, 34.3580436706543, 377.4100341796875, 165.6381378173828)",None,output\snapshots\1770247341_cam_1_37_NO_HELMET.jpg,output\clips\1770247341_cam_1_37_NO_HELMET.mp4
1770247341_cam_1_37_NO_VEST,1770247341.1828756,cam_1,37,NO_VEST,MEDIUM,0.5152647495269775,2.7464599609375,,"(310.31719970703125, 34.3580436706543, 377.4100341796875, 165.6381378173828)",None,output\snapshots\1770247341_cam_1_37_NO_VEST.jpg,output\clips\1770247341_cam_1_37_NO_VEST.mp4
1770247342_cam_1_38_IN_DANGER_ZONE,1770247342.441195,cam_1,38,IN_DANGER_ZONE,HIGH,0.35453203320503235,1.137864112854004,zone_1,"(144.98623657226562, 165.29420471191406, 269.4053955078125, 409.7781982421875)",None,output\snapshots\1770247342_cam_1_38_IN_DANGER_ZONE.jpg,output\clips\1770247342_cam_1_38_IN_DANGER_ZONE.mp4
1770247343_cam_1_38_NO_HELMET,1770247343.3450234,cam_1,38,NO_HELMET,MEDIUM,0.8414273262023926,2.0416924953460693,zone_1,"(161.52540588378906, 163.25863647460938, 269.4236145019531, 407.7478332519531)",None,output\snapshots\1770247343_cam_1_38_NO_HELMET.jpg,output\clips\1770247343_cam_1_38_NO_HELMET.mp4
1770247343_cam_1_38_NO_VEST,1770247343.461619,cam_1,38,NO_VEST,MEDIUM,0.8414273262023926,2.0416924953460693,zone_1,"(161.52540588378906, 163.25863647460938, 269.4236145019531, 407.7478332519531)",None,output\snapshots\1770247343_cam_1_38_NO_VEST.jpg,output\clips\1770247343_cam_1_38_NO_VEST.mp4
1770247346_cam_1_39_NO_HELMET,1770247346.2287207,cam_1,39,NO_HELMET,MEDIUM,0.36760422587394714,2.6612651348114014,,"(711.0198364257812, 56.995849609375, 771.2621459960938, 132.90090942382812)",None,output\snapshots\1770247346_cam_1_39_NO_HELMET.jpg,output\clips\1770247346_cam_1_39_NO_HELMET.mp4
1770247346_cam_1_39_NO_VEST,1770247346.3566935,cam_1,39,NO_VEST,MEDIUM,0.36760422587394714,2.6612651348114014,,"(711.0198364257812, 56.995849609375, 771.2621459960938, 132.90090942382812)",None,output\snapshots\1770247346_cam_1_39_NO_VEST.jpg,output\clips\1770247346_cam_1_39_NO_VEST.mp4
1770247347_cam_1_38_IN_DANGER_ZONE,1770247347.444713,cam_1,38,IN_DANGER_ZONE,HIGH,0.7400196194648743,6.141382217407227,zone_1,"(153.22439575195312, 161.8253936767578, 272.2258605957031, 408.8094177246094)",None,output\snapshots\1770247347_cam_1_38_IN_DANGER_ZONE.jpg,output\clips\1770247347_cam_1_38_IN_DANGER_ZONE.mp4
1770247347_cam_1_31_NO_HELMET,1770247347.6370127,cam_1,31,NO_HELMET,MEDIUM,0.6572959423065186,22.081789255142212,,"(705.0401611328125, 58.22801208496094, 797.5948486328125, 221.23936462402344)",None,output\snapshots\1770247347_cam_1_31_NO_HELMET.jpg,output\clips\1770247347_cam_1_31_NO_HELMET.mp4
